name,inst,root,pitch,octave,inversion,quality,quality_idx,bpm
PizzicatoStrings-a3-majorminor7_inv0,PizzicatoStrings,a3,a,3,0,majorminor7,2,60
PizzicatoStrings-a3-majorminor7_inv1,PizzicatoStrings,a3,a,3,1,majorminor7,2,60
PizzicatoStrings-a3-majorminor7_inv2,PizzicatoStrings,a3,a,3,2,majorminor7,2,60
PizzicatoStrings-a3-majorminor7_inv3,PizzicatoStrings,a3,a,3,3,majorminor7,2,60
PizzicatoStrings-as3-majorminor7_inv0,PizzicatoStrings,as3,as,3,0,majorminor7,2,60
PizzicatoStrings-as3-majorminor7_inv1,PizzicatoStrings,as3,as,3,1,majorminor7,2,60
PizzicatoStrings-as3-majorminor7_inv2,PizzicatoStrings,as3,as,3,2,majorminor7,2,60
PizzicatoStrings-as3-majorminor7_inv3,PizzicatoStrings,as3,as,3,3,majorminor7,2,60
PizzicatoStrings-b3-majorminor7_inv0,PizzicatoStrings,b3,b,3,0,majorminor7,2,60
PizzicatoStrings-b3-majorminor7_inv1,PizzicatoStrings,b3,b,3,1,majorminor7,2,60
PizzicatoStrings-b3-majorminor7_inv2,PizzicatoStrings,b3,b,3,2,majorminor7,2,60
PizzicatoStrings-b3-majorminor7_inv3,PizzicatoStrings,b3,b,3,3,majorminor7,2,60
PizzicatoStrings-c4-minormajor7_inv0,PizzicatoStrings,c4,c,4,0,minormajor7,3,60
PizzicatoStrings-c4-minormajor7_inv1,PizzicatoStrings,c4,c,4,1,minormajor7,3,60
PizzicatoStrings-c3-minormajor7_inv2,PizzicatoStrings,c3,c,3,2,minormajor7,3,60
PizzicatoStrings-c3-minormajor7_inv3,PizzicatoStrings,c3,c,3,3,minormajor7,3,60
PizzicatoStrings-cs4-minormajor7_inv0,PizzicatoStrings,cs4,cs,4,0,minormajor7,3,60
PizzicatoStrings-cs4-minormajor7_inv1,PizzicatoStrings,cs4,cs,4,1,minormajor7,3,60
PizzicatoStrings-cs3-minormajor7_inv2,PizzicatoStrings,cs3,cs,3,2,minormajor7,3,60
PizzicatoStrings-cs3-minormajor7_inv3,PizzicatoStrings,cs3,cs,3,3,minormajor7,3,60
PizzicatoStrings-d4-minormajor7_inv0,PizzicatoStrings,d4,d,4,0,minormajor7,3,60
PizzicatoStrings-d4-minormajor7_inv1,PizzicatoStrings,d4,d,4,1,minormajor7,3,60
PizzicatoStrings-d3-minormajor7_inv2,PizzicatoStrings,d3,d,3,2,minormajor7,3,60
PizzicatoStrings-d3-minormajor7_inv3,PizzicatoStrings,d3,d,3,3,minormajor7,3,60
PizzicatoStrings-ds4-minormajor7_inv0,PizzicatoStrings,ds4,ds,4,0,minormajor7,3,60
PizzicatoStrings-ds3-minormajor7_inv1,PizzicatoStrings,ds3,ds,3,1,minormajor7,3,60
PizzicatoStrings-ds3-minormajor7_inv2,PizzicatoStrings,ds3,ds,3,2,minormajor7,3,60
PizzicatoStrings-ds3-minormajor7_inv3,PizzicatoStrings,ds3,ds,3,3,minormajor7,3,60
PizzicatoStrings-e4-minormajor7_inv0,PizzicatoStrings,e4,e,4,0,minormajor7,3,60
PizzicatoStrings-e3-minormajor7_inv1,PizzicatoStrings,e3,e,3,1,minormajor7,3,60
PizzicatoStrings-e3-minormajor7_inv2,PizzicatoStrings,e3,e,3,2,minormajor7,3,60
PizzicatoStrings-e3-minormajor7_inv3,PizzicatoStrings,e3,e,3,3,minormajor7,3,60
PizzicatoStrings-f4-minormajor7_inv0,PizzicatoStrings,f4,f,4,0,minormajor7,3,60
PizzicatoStrings-f3-minormajor7_inv1,PizzicatoStrings,f3,f,3,1,minormajor7,3,60
PizzicatoStrings-f3-minormajor7_inv2,PizzicatoStrings,f3,f,3,2,minormajor7,3,60
PizzicatoStrings-f3-minormajor7_inv3,PizzicatoStrings,f3,f,3,3,minormajor7,3,60
PizzicatoStrings-fs3-minormajor7_inv0,PizzicatoStrings,fs3,fs,3,0,minormajor7,3,60
PizzicatoStrings-fs3-minormajor7_inv1,PizzicatoStrings,fs3,fs,3,1,minormajor7,3,60
PizzicatoStrings-fs3-minormajor7_inv2,PizzicatoStrings,fs3,fs,3,2,minormajor7,3,60
PizzicatoStrings-fs3-minormajor7_inv3,PizzicatoStrings,fs3,fs,3,3,minormajor7,3,60
PizzicatoStrings-g3-minormajor7_inv0,PizzicatoStrings,g3,g,3,0,minormajor7,3,60
PizzicatoStrings-g3-minormajor7_inv1,PizzicatoStrings,g3,g,3,1,minormajor7,3,60
PizzicatoStrings-g3-minormajor7_inv2,PizzicatoStrings,g3,g,3,2,minormajor7,3,60
PizzicatoStrings-g3-minormajor7_inv3,PizzicatoStrings,g3,g,3,3,minormajor7,3,60
PizzicatoStrings-gs3-minormajor7_inv0,PizzicatoStrings,gs3,gs,3,0,minormajor7,3,60
PizzicatoStrings-gs3-minormajor7_inv1,PizzicatoStrings,gs3,gs,3,1,minormajor7,3,60
PizzicatoStrings-gs3-minormajor7_inv2,PizzicatoStrings,gs3,gs,3,2,minormajor7,3,60
PizzicatoStrings-gs3-minormajor7_inv3,PizzicatoStrings,gs3,gs,3,3,minormajor7,3,60
PizzicatoStrings-a3-minormajor7_inv0,PizzicatoStrings,a3,a,3,0,minormajor7,3,60
PizzicatoStrings-a3-minormajor7_inv1,PizzicatoStrings,a3,a,3,1,minormajor7,3,60
PizzicatoStrings-a3-minormajor7_inv2,PizzicatoStrings,a3,a,3,2,minormajor7,3,60
PizzicatoStrings-a3-minormajor7_inv3,PizzicatoStrings,a3,a,3,3,minormajor7,3,60
PizzicatoStrings-as3-minormajor7_inv0,PizzicatoStrings,as3,as,3,0,minormajor7,3,60
PizzicatoStrings-as3-minormajor7_inv1,PizzicatoStrings,as3,as,3,1,minormajor7,3,60
PizzicatoStrings-as3-minormajor7_inv2,PizzicatoStrings,as3,as,3,2,minormajor7,3,60
PizzicatoStrings-as3-minormajor7_inv3,PizzicatoStrings,as3,as,3,3,minormajor7,3,60
PizzicatoStrings-b3-minormajor7_inv0,PizzicatoStrings,b3,b,3,0,minormajor7,3,60
PizzicatoStrings-b3-minormajor7_inv1,PizzicatoStrings,b3,b,3,1,minormajor7,3,60
PizzicatoStrings-b3-minormajor7_inv2,PizzicatoStrings,b3,b,3,2,minormajor7,3,60
PizzicatoStrings-b3-minormajor7_inv3,PizzicatoStrings,b3,b,3,3,minormajor7,3,60
PizzicatoStrings-c4-halfdim7_inv0,PizzicatoStrings,c4,c,4,0,halfdim7,4,60
PizzicatoStrings-c4-halfdim7_inv1,PizzicatoStrings,c4,c,4,1,halfdim7,4,60
PizzicatoStrings-c3-halfdim7_inv2,PizzicatoStrings,c3,c,3,2,halfdim7,4,60
PizzicatoStrings-c3-halfdim7_inv3,PizzicatoStrings,c3,c,3,3,halfdim7,4,60
PizzicatoStrings-cs4-halfdim7_inv0,PizzicatoStrings,cs4,cs,4,0,halfdim7,4,60
PizzicatoStrings-cs4-halfdim7_inv1,PizzicatoStrings,cs4,cs,4,1,halfdim7,4,60
PizzicatoStrings-cs3-halfdim7_inv2,PizzicatoStrings,cs3,cs,3,2,halfdim7,4,60
PizzicatoStrings-cs3-halfdim7_inv3,PizzicatoStrings,cs3,cs,3,3,halfdim7,4,60
PizzicatoStrings-d4-halfdim7_inv0,PizzicatoStrings,d4,d,4,0,halfdim7,4,60
PizzicatoStrings-d4-halfdim7_inv1,PizzicatoStrings,d4,d,4,1,halfdim7,4,60
PizzicatoStrings-d3-halfdim7_inv2,PizzicatoStrings,d3,d,3,2,halfdim7,4,60
PizzicatoStrings-d3-halfdim7_inv3,PizzicatoStrings,d3,d,3,3,halfdim7,4,60
PizzicatoStrings-ds4-halfdim7_inv0,PizzicatoStrings,ds4,ds,4,0,halfdim7,4,60
PizzicatoStrings-ds3-halfdim7_inv1,PizzicatoStrings,ds3,ds,3,1,halfdim7,4,60
PizzicatoStrings-ds3-halfdim7_inv2,PizzicatoStrings,ds3,ds,3,2,halfdim7,4,60
PizzicatoStrings-ds3-halfdim7_inv3,PizzicatoStrings,ds3,ds,3,3,halfdim7,4,60
PizzicatoStrings-e4-halfdim7_inv0,PizzicatoStrings,e4,e,4,0,halfdim7,4,60
PizzicatoStrings-e3-halfdim7_inv1,PizzicatoStrings,e3,e,3,1,halfdim7,4,60
PizzicatoStrings-e3-halfdim7_inv2,PizzicatoStrings,e3,e,3,2,halfdim7,4,60
PizzicatoStrings-e3-halfdim7_inv3,PizzicatoStrings,e3,e,3,3,halfdim7,4,60
PizzicatoStrings-f4-halfdim7_inv0,PizzicatoStrings,f4,f,4,0,halfdim7,4,60
PizzicatoStrings-f3-halfdim7_inv1,PizzicatoStrings,f3,f,3,1,halfdim7,4,60
PizzicatoStrings-f3-halfdim7_inv2,PizzicatoStrings,f3,f,3,2,halfdim7,4,60
PizzicatoStrings-f3-halfdim7_inv3,PizzicatoStrings,f3,f,3,3,halfdim7,4,60
PizzicatoStrings-fs3-halfdim7_inv0,PizzicatoStrings,fs3,fs,3,0,halfdim7,4,60
PizzicatoStrings-fs3-halfdim7_inv1,PizzicatoStrings,fs3,fs,3,1,halfdim7,4,60
PizzicatoStrings-fs3-halfdim7_inv2,PizzicatoStrings,fs3,fs,3,2,halfdim7,4,60
PizzicatoStrings-fs3-halfdim7_inv3,PizzicatoStrings,fs3,fs,3,3,halfdim7,4,60
PizzicatoStrings-g3-halfdim7_inv0,PizzicatoStrings,g3,g,3,0,halfdim7,4,60
PizzicatoStrings-g3-halfdim7_inv1,PizzicatoStrings,g3,g,3,1,halfdim7,4,60
PizzicatoStrings-g3-halfdim7_inv2,PizzicatoStrings,g3,g,3,2,halfdim7,4,60
PizzicatoStrings-g3-halfdim7_inv3,PizzicatoStrings,g3,g,3,3,halfdim7,4,60
PizzicatoStrings-gs3-halfdim7_inv0,PizzicatoStrings,gs3,gs,3,0,halfdim7,4,60
PizzicatoStrings-gs3-halfdim7_inv1,PizzicatoStrings,gs3,gs,3,1,halfdim7,4,60
PizzicatoStrings-gs3-halfdim7_inv2,PizzicatoStrings,gs3,gs,3,2,halfdim7,4,60
PizzicatoStrings-gs3-halfdim7_inv3,PizzicatoStrings,gs3,gs,3,3,halfdim7,4,60
PizzicatoStrings-a3-halfdim7_inv0,PizzicatoStrings,a3,a,3,0,halfdim7,4,60
PizzicatoStrings-a3-halfdim7_inv1,PizzicatoStrings,a3,a,3,1,halfdim7,4,60
PizzicatoStrings-a3-halfdim7_inv2,PizzicatoStrings,a3,a,3,2,halfdim7,4,60
PizzicatoStrings-a3-halfdim7_inv3,PizzicatoStrings,a3,a,3,3,halfdim7,4,60
PizzicatoStrings-as3-halfdim7_inv0,PizzicatoStrings,as3,as,3,0,halfdim7,4,60
PizzicatoStrings-as3-halfdim7_inv1,PizzicatoStrings,as3,as,3,1,halfdim7,4,60
PizzicatoStrings-as3-halfdim7_inv2,PizzicatoStrings,as3,as,3,2,halfdim7,4,60
PizzicatoStrings-as3-halfdim7_inv3,PizzicatoStrings,as3,as,3,3,halfdim7,4,60
PizzicatoStrings-b3-halfdim7_inv0,PizzicatoStrings,b3,b,3,0,halfdim7,4,60
PizzicatoStrings-b3-halfdim7_inv1,PizzicatoStrings,b3,b,3,1,halfdim7,4,60
PizzicatoStrings-b3-halfdim7_inv2,PizzicatoStrings,b3,b,3,2,halfdim7,4,60
PizzicatoStrings-b3-halfdim7_inv3,PizzicatoStrings,b3,b,3,3,halfdim7,4,60
PizzicatoStrings-c4-fulldim7_inv0,PizzicatoStrings,c4,c,4,0,fulldim7,5,60
PizzicatoStrings-c4-fulldim7_inv1,PizzicatoStrings,c4,c,4,1,fulldim7,5,60
PizzicatoStrings-c3-fulldim7_inv2,PizzicatoStrings,c3,c,3,2,fulldim7,5,60
PizzicatoStrings-c3-fulldim7_inv3,PizzicatoStrings,c3,c,3,3,fulldim7,5,60
PizzicatoStrings-cs4-fulldim7_inv0,PizzicatoStrings,cs4,cs,4,0,fulldim7,5,60
PizzicatoStrings-cs4-fulldim7_inv1,PizzicatoStrings,cs4,cs,4,1,fulldim7,5,60
PizzicatoStrings-cs3-fulldim7_inv2,PizzicatoStrings,cs3,cs,3,2,fulldim7,5,60
PizzicatoStrings-cs3-fulldim7_inv3,PizzicatoStrings,cs3,cs,3,3,fulldim7,5,60
PizzicatoStrings-d4-fulldim7_inv0,PizzicatoStrings,d4,d,4,0,fulldim7,5,60
PizzicatoStrings-d4-fulldim7_inv1,PizzicatoStrings,d4,d,4,1,fulldim7,5,60
PizzicatoStrings-d3-fulldim7_inv2,PizzicatoStrings,d3,d,3,2,fulldim7,5,60
PizzicatoStrings-d3-fulldim7_inv3,PizzicatoStrings,d3,d,3,3,fulldim7,5,60
PizzicatoStrings-ds4-fulldim7_inv0,PizzicatoStrings,ds4,ds,4,0,fulldim7,5,60
PizzicatoStrings-ds3-fulldim7_inv1,PizzicatoStrings,ds3,ds,3,1,fulldim7,5,60
PizzicatoStrings-ds3-fulldim7_inv2,PizzicatoStrings,ds3,ds,3,2,fulldim7,5,60
PizzicatoStrings-ds3-fulldim7_inv3,PizzicatoStrings,ds3,ds,3,3,fulldim7,5,60
PizzicatoStrings-e4-fulldim7_inv0,PizzicatoStrings,e4,e,4,0,fulldim7,5,60
PizzicatoStrings-e3-fulldim7_inv1,PizzicatoStrings,e3,e,3,1,fulldim7,5,60
PizzicatoStrings-e3-fulldim7_inv2,PizzicatoStrings,e3,e,3,2,fulldim7,5,60
PizzicatoStrings-e3-fulldim7_inv3,PizzicatoStrings,e3,e,3,3,fulldim7,5,60
PizzicatoStrings-f4-fulldim7_inv0,PizzicatoStrings,f4,f,4,0,fulldim7,5,60
PizzicatoStrings-f3-fulldim7_inv1,PizzicatoStrings,f3,f,3,1,fulldim7,5,60
PizzicatoStrings-f3-fulldim7_inv2,PizzicatoStrings,f3,f,3,2,fulldim7,5,60
PizzicatoStrings-f3-fulldim7_inv3,PizzicatoStrings,f3,f,3,3,fulldim7,5,60
PizzicatoStrings-fs3-fulldim7_inv0,PizzicatoStrings,fs3,fs,3,0,fulldim7,5,60
PizzicatoStrings-fs3-fulldim7_inv1,PizzicatoStrings,fs3,fs,3,1,fulldim7,5,60
PizzicatoStrings-fs3-fulldim7_inv2,PizzicatoStrings,fs3,fs,3,2,fulldim7,5,60
PizzicatoStrings-fs3-fulldim7_inv3,PizzicatoStrings,fs3,fs,3,3,fulldim7,5,60
PizzicatoStrings-g3-fulldim7_inv0,PizzicatoStrings,g3,g,3,0,fulldim7,5,60
PizzicatoStrings-g3-fulldim7_inv1,PizzicatoStrings,g3,g,3,1,fulldim7,5,60
PizzicatoStrings-g3-fulldim7_inv2,PizzicatoStrings,g3,g,3,2,fulldim7,5,60
PizzicatoStrings-g3-fulldim7_inv3,PizzicatoStrings,g3,g,3,3,fulldim7,5,60
PizzicatoStrings-gs3-fulldim7_inv0,PizzicatoStrings,gs3,gs,3,0,fulldim7,5,60
PizzicatoStrings-gs3-fulldim7_inv1,PizzicatoStrings,gs3,gs,3,1,fulldim7,5,60
PizzicatoStrings-gs3-fulldim7_inv2,PizzicatoStrings,gs3,gs,3,2,fulldim7,5,60
PizzicatoStrings-gs3-fulldim7_inv3,PizzicatoStrings,gs3,gs,3,3,fulldim7,5,60
PizzicatoStrings-a3-fulldim7_inv0,PizzicatoStrings,a3,a,3,0,fulldim7,5,60
PizzicatoStrings-a3-fulldim7_inv1,PizzicatoStrings,a3,a,3,1,fulldim7,5,60
PizzicatoStrings-a3-fulldim7_inv2,PizzicatoStrings,a3,a,3,2,fulldim7,5,60
PizzicatoStrings-a3-fulldim7_inv3,PizzicatoStrings,a3,a,3,3,fulldim7,5,60
PizzicatoStrings-as3-fulldim7_inv0,PizzicatoStrings,as3,as,3,0,fulldim7,5,60
PizzicatoStrings-as3-fulldim7_inv1,PizzicatoStrings,as3,as,3,1,fulldim7,5,60
PizzicatoStrings-as3-fulldim7_inv2,PizzicatoStrings,as3,as,3,2,fulldim7,5,60
PizzicatoStrings-as3-fulldim7_inv3,PizzicatoStrings,as3,as,3,3,fulldim7,5,60
PizzicatoStrings-b3-fulldim7_inv0,PizzicatoStrings,b3,b,3,0,fulldim7,5,60
PizzicatoStrings-b3-fulldim7_inv1,PizzicatoStrings,b3,b,3,1,fulldim7,5,60
PizzicatoStrings-b3-fulldim7_inv2,PizzicatoStrings,b3,b,3,2,fulldim7,5,60
PizzicatoStrings-b3-fulldim7_inv3,PizzicatoStrings,b3,b,3,3,fulldim7,5,60
PizzicatoStrings-c4-augmajor7_inv0,PizzicatoStrings,c4,c,4,0,augmajor7,6,60
PizzicatoStrings-c4-augmajor7_inv1,PizzicatoStrings,c4,c,4,1,augmajor7,6,60
PizzicatoStrings-c3-augmajor7_inv2,PizzicatoStrings,c3,c,3,2,augmajor7,6,60
PizzicatoStrings-c3-augmajor7_inv3,PizzicatoStrings,c3,c,3,3,augmajor7,6,60
PizzicatoStrings-cs4-augmajor7_inv0,PizzicatoStrings,cs4,cs,4,0,augmajor7,6,60
PizzicatoStrings-cs4-augmajor7_inv1,PizzicatoStrings,cs4,cs,4,1,augmajor7,6,60
PizzicatoStrings-cs3-augmajor7_inv2,PizzicatoStrings,cs3,cs,3,2,augmajor7,6,60
PizzicatoStrings-cs3-augmajor7_inv3,PizzicatoStrings,cs3,cs,3,3,augmajor7,6,60
PizzicatoStrings-d4-augmajor7_inv0,PizzicatoStrings,d4,d,4,0,augmajor7,6,60
PizzicatoStrings-d3-augmajor7_inv1,PizzicatoStrings,d3,d,3,1,augmajor7,6,60
PizzicatoStrings-d3-augmajor7_inv2,PizzicatoStrings,d3,d,3,2,augmajor7,6,60
PizzicatoStrings-d3-augmajor7_inv3,PizzicatoStrings,d3,d,3,3,augmajor7,6,60
PizzicatoStrings-ds4-augmajor7_inv0,PizzicatoStrings,ds4,ds,4,0,augmajor7,6,60
PizzicatoStrings-ds3-augmajor7_inv1,PizzicatoStrings,ds3,ds,3,1,augmajor7,6,60
PizzicatoStrings-ds3-augmajor7_inv2,PizzicatoStrings,ds3,ds,3,2,augmajor7,6,60
PizzicatoStrings-ds3-augmajor7_inv3,PizzicatoStrings,ds3,ds,3,3,augmajor7,6,60
PizzicatoStrings-e4-augmajor7_inv0,PizzicatoStrings,e4,e,4,0,augmajor7,6,60
PizzicatoStrings-e3-augmajor7_inv1,PizzicatoStrings,e3,e,3,1,augmajor7,6,60
PizzicatoStrings-e3-augmajor7_inv2,PizzicatoStrings,e3,e,3,2,augmajor7,6,60
PizzicatoStrings-e3-augmajor7_inv3,PizzicatoStrings,e3,e,3,3,augmajor7,6,60
PizzicatoStrings-f4-augmajor7_inv0,PizzicatoStrings,f4,f,4,0,augmajor7,6,60
PizzicatoStrings-f3-augmajor7_inv1,PizzicatoStrings,f3,f,3,1,augmajor7,6,60
PizzicatoStrings-f3-augmajor7_inv2,PizzicatoStrings,f3,f,3,2,augmajor7,6,60
PizzicatoStrings-f3-augmajor7_inv3,PizzicatoStrings,f3,f,3,3,augmajor7,6,60
PizzicatoStrings-fs3-augmajor7_inv0,PizzicatoStrings,fs3,fs,3,0,augmajor7,6,60
PizzicatoStrings-fs3-augmajor7_inv1,PizzicatoStrings,fs3,fs,3,1,augmajor7,6,60
PizzicatoStrings-fs3-augmajor7_inv2,PizzicatoStrings,fs3,fs,3,2,augmajor7,6,60
PizzicatoStrings-fs3-augmajor7_inv3,PizzicatoStrings,fs3,fs,3,3,augmajor7,6,60
PizzicatoStrings-g3-augmajor7_inv0,PizzicatoStrings,g3,g,3,0,augmajor7,6,60
PizzicatoStrings-g3-augmajor7_inv1,PizzicatoStrings,g3,g,3,1,augmajor7,6,60
PizzicatoStrings-g3-augmajor7_inv2,PizzicatoStrings,g3,g,3,2,augmajor7,6,60
PizzicatoStrings-g3-augmajor7_inv3,PizzicatoStrings,g3,g,3,3,augmajor7,6,60
PizzicatoStrings-gs3-augmajor7_inv0,PizzicatoStrings,gs3,gs,3,0,augmajor7,6,60
PizzicatoStrings-gs3-augmajor7_inv1,PizzicatoStrings,gs3,gs,3,1,augmajor7,6,60
PizzicatoStrings-gs3-augmajor7_inv2,PizzicatoStrings,gs3,gs,3,2,augmajor7,6,60
PizzicatoStrings-gs3-augmajor7_inv3,PizzicatoStrings,gs3,gs,3,3,augmajor7,6,60
PizzicatoStrings-a3-augmajor7_inv0,PizzicatoStrings,a3,a,3,0,augmajor7,6,60
PizzicatoStrings-a3-augmajor7_inv1,PizzicatoStrings,a3,a,3,1,augmajor7,6,60
PizzicatoStrings-a3-augmajor7_inv2,PizzicatoStrings,a3,a,3,2,augmajor7,6,60
PizzicatoStrings-a3-augmajor7_inv3,PizzicatoStrings,a3,a,3,3,augmajor7,6,60
PizzicatoStrings-as3-augmajor7_inv0,PizzicatoStrings,as3,as,3,0,augmajor7,6,60
PizzicatoStrings-as3-augmajor7_inv1,PizzicatoStrings,as3,as,3,1,augmajor7,6,60
PizzicatoStrings-as3-augmajor7_inv2,PizzicatoStrings,as3,as,3,2,augmajor7,6,60
PizzicatoStrings-as3-augmajor7_inv3,PizzicatoStrings,as3,as,3,3,augmajor7,6,60
PizzicatoStrings-b3-augmajor7_inv0,PizzicatoStrings,b3,b,3,0,augmajor7,6,60
PizzicatoStrings-b3-augmajor7_inv1,PizzicatoStrings,b3,b,3,1,augmajor7,6,60
PizzicatoStrings-b3-augmajor7_inv2,PizzicatoStrings,b3,b,3,2,augmajor7,6,60
PizzicatoStrings-b3-augmajor7_inv3,PizzicatoStrings,b3,b,3,3,augmajor7,6,60
PizzicatoStrings-c4-augminor7_inv0,PizzicatoStrings,c4,c,4,0,augminor7,7,60
PizzicatoStrings-c4-augminor7_inv1,PizzicatoStrings,c4,c,4,1,augminor7,7,60
PizzicatoStrings-c3-augminor7_inv2,PizzicatoStrings,c3,c,3,2,augminor7,7,60
PizzicatoStrings-c3-augminor7_inv3,PizzicatoStrings,c3,c,3,3,augminor7,7,60
PizzicatoStrings-cs4-augminor7_inv0,PizzicatoStrings,cs4,cs,4,0,augminor7,7,60
PizzicatoStrings-cs4-augminor7_inv1,PizzicatoStrings,cs4,cs,4,1,augminor7,7,60
PizzicatoStrings-cs3-augminor7_inv2,PizzicatoStrings,cs3,cs,3,2,augminor7,7,60
PizzicatoStrings-cs3-augminor7_inv3,PizzicatoStrings,cs3,cs,3,3,augminor7,7,60
PizzicatoStrings-d4-augminor7_inv0,PizzicatoStrings,d4,d,4,0,augminor7,7,60
PizzicatoStrings-d3-augminor7_inv1,PizzicatoStrings,d3,d,3,1,augminor7,7,60
PizzicatoStrings-d3-augminor7_inv2,PizzicatoStrings,d3,d,3,2,augminor7,7,60
PizzicatoStrings-d3-augminor7_inv3,PizzicatoStrings,d3,d,3,3,augminor7,7,60
PizzicatoStrings-ds4-augminor7_inv0,PizzicatoStrings,ds4,ds,4,0,augminor7,7,60
PizzicatoStrings-ds3-augminor7_inv1,PizzicatoStrings,ds3,ds,3,1,augminor7,7,60
PizzicatoStrings-ds3-augminor7_inv2,PizzicatoStrings,ds3,ds,3,2,augminor7,7,60
PizzicatoStrings-ds3-augminor7_inv3,PizzicatoStrings,ds3,ds,3,3,augminor7,7,60
PizzicatoStrings-e4-augminor7_inv0,PizzicatoStrings,e4,e,4,0,augminor7,7,60
PizzicatoStrings-e3-augminor7_inv1,PizzicatoStrings,e3,e,3,1,augminor7,7,60
PizzicatoStrings-e3-augminor7_inv2,PizzicatoStrings,e3,e,3,2,augminor7,7,60
PizzicatoStrings-e3-augminor7_inv3,PizzicatoStrings,e3,e,3,3,augminor7,7,60
PizzicatoStrings-f4-augminor7_inv0,PizzicatoStrings,f4,f,4,0,augminor7,7,60
PizzicatoStrings-f3-augminor7_inv1,PizzicatoStrings,f3,f,3,1,augminor7,7,60
PizzicatoStrings-f3-augminor7_inv2,PizzicatoStrings,f3,f,3,2,augminor7,7,60
PizzicatoStrings-f3-augminor7_inv3,PizzicatoStrings,f3,f,3,3,augminor7,7,60
PizzicatoStrings-fs3-augminor7_inv0,PizzicatoStrings,fs3,fs,3,0,augminor7,7,60
PizzicatoStrings-fs3-augminor7_inv1,PizzicatoStrings,fs3,fs,3,1,augminor7,7,60
PizzicatoStrings-fs3-augminor7_inv2,PizzicatoStrings,fs3,fs,3,2,augminor7,7,60
PizzicatoStrings-fs3-augminor7_inv3,PizzicatoStrings,fs3,fs,3,3,augminor7,7,60
PizzicatoStrings-g3-augminor7_inv0,PizzicatoStrings,g3,g,3,0,augminor7,7,60
PizzicatoStrings-g3-augminor7_inv1,PizzicatoStrings,g3,g,3,1,augminor7,7,60
PizzicatoStrings-g3-augminor7_inv2,PizzicatoStrings,g3,g,3,2,augminor7,7,60
PizzicatoStrings-g3-augminor7_inv3,PizzicatoStrings,g3,g,3,3,augminor7,7,60
PizzicatoStrings-gs3-augminor7_inv0,PizzicatoStrings,gs3,gs,3,0,augminor7,7,60
PizzicatoStrings-gs3-augminor7_inv1,PizzicatoStrings,gs3,gs,3,1,augminor7,7,60
PizzicatoStrings-gs3-augminor7_inv2,PizzicatoStrings,gs3,gs,3,2,augminor7,7,60
PizzicatoStrings-gs3-augminor7_inv3,PizzicatoStrings,gs3,gs,3,3,augminor7,7,60
PizzicatoStrings-a3-augminor7_inv0,PizzicatoStrings,a3,a,3,0,augminor7,7,60
PizzicatoStrings-a3-augminor7_inv1,PizzicatoStrings,a3,a,3,1,augminor7,7,60
PizzicatoStrings-a3-augminor7_inv2,PizzicatoStrings,a3,a,3,2,augminor7,7,60
PizzicatoStrings-a3-augminor7_inv3,PizzicatoStrings,a3,a,3,3,augminor7,7,60
PizzicatoStrings-as3-augminor7_inv0,PizzicatoStrings,as3,as,3,0,augminor7,7,60
PizzicatoStrings-as3-augminor7_inv1,PizzicatoStrings,as3,as,3,1,augminor7,7,60
PizzicatoStrings-as3-augminor7_inv2,PizzicatoStrings,as3,as,3,2,augminor7,7,60
PizzicatoStrings-as3-augminor7_inv3,PizzicatoStrings,as3,as,3,3,augminor7,7,60
PizzicatoStrings-b3-augminor7_inv0,PizzicatoStrings,b3,b,3,0,augminor7,7,60
PizzicatoStrings-b3-augminor7_inv1,PizzicatoStrings,b3,b,3,1,augminor7,7,60
PizzicatoStrings-b3-augminor7_inv2,PizzicatoStrings,b3,b,3,2,augminor7,7,60
PizzicatoStrings-b3-augminor7_inv3,PizzicatoStrings,b3,b,3,3,augminor7,7,60
OrchestralHarp-c4-major7_inv0,OrchestralHarp,c4,c,4,0,major7,0,60
OrchestralHarp-c4-major7_inv1,OrchestralHarp,c4,c,4,1,major7,0,60
OrchestralHarp-c3-major7_inv2,OrchestralHarp,c3,c,3,2,major7,0,60
OrchestralHarp-c3-major7_inv3,OrchestralHarp,c3,c,3,3,major7,0,60
OrchestralHarp-cs4-major7_inv0,OrchestralHarp,cs4,cs,4,0,major7,0,60
OrchestralHarp-cs4-major7_inv1,OrchestralHarp,cs4,cs,4,1,major7,0,60
OrchestralHarp-cs3-major7_inv2,OrchestralHarp,cs3,cs,3,2,major7,0,60
OrchestralHarp-cs3-major7_inv3,OrchestralHarp,cs3,cs,3,3,major7,0,60
OrchestralHarp-d4-major7_inv0,OrchestralHarp,d4,d,4,0,major7,0,60
OrchestralHarp-d3-major7_inv1,OrchestralHarp,d3,d,3,1,major7,0,60
OrchestralHarp-d3-major7_inv2,OrchestralHarp,d3,d,3,2,major7,0,60
OrchestralHarp-d3-major7_inv3,OrchestralHarp,d3,d,3,3,major7,0,60
OrchestralHarp-ds4-major7_inv0,OrchestralHarp,ds4,ds,4,0,major7,0,60
OrchestralHarp-ds3-major7_inv1,OrchestralHarp,ds3,ds,3,1,major7,0,60
OrchestralHarp-ds3-major7_inv2,OrchestralHarp,ds3,ds,3,2,major7,0,60
